stockname,PE,MCap,AvgVol
MAHANIN,-2.532751,20880000,1499
VIKASGRAN,79.13044,98921552,2090
ANKUSHFI,232.35294,94864784,28077
DESHRAK,0,35506560,58
RASOYPR,-0.081196584,324696704,1033518
ICSA,0,0,38318
ACESOFT,5.595238,65988000,829
HATSUN,85.38232,51995807744,2916
ECOM,0,0,350
RISHDIGA,30.762712,99578160,466
MAINFRA,85,403749984,7305
AVONLIFE,0,0,20182
JINDWORLD,0,0,545
SOMANYCERA,0,0,4555
JHACC,395,25530036,27
RAGHUTOB,5.3285966,36000000,528
ARIAC,54.399998,59694480,341
CORALFINAC,0,0,8296
AMITSEC,0,0,0
AROMAENT,0,0,618
PUSHPIN,0,0,0
INDOPACIFIC,0,0,444
ASHUTPM,4139.9995,27015156,44
SANJIVIN,-4.6126947,101155840,39508
VASINFRA,-1.2300178,181786800,7644
KMFBLDR,17.447552,60788176,40
ALKADIA,0,0,0
BERYLSE,16.614037,45926660,83
RAP,-0.19221191,49929688,376
DEVINE,141.71428,94559424,0
BILPOWER,0,0,4553
BAMPSL,36.363636,118383208,70563
ADIRASA,18.092106,17929176,0
INCON,0,0,0
CGCL,0,0,8514
NIMBUSFOO,37.837837,102285544,12430
FDC,25.7832,40394764288,26776
GOGIACAP,25.594406,115353936,5
KOFFBREAK,94.99999,24702090,19
GORANIN,0,0,0
KGPETRO,4.7042255,435953504,197
AADHAARVEN,0,0,240831
KGNIND,352.49997,313724992,5170
GIVO,-0.56148493,194804688,8281
STARCOM,0,0,64
CENTERAC,0,0,1506
COUNCODOS,37.399998,328932992,7401
OROSMITHS,0,0,170
STERSPN,0,0,0
LINCOPH,16.327684,3771056896,134122
SILVOAK,0,0,62
SURAJLTD,0,0,7941
SICL,0,0,0
MARICO,52.397507,1.89623E+11,54398
TOKYOFIN,14.918919,38474952,782
MAHAVIRIND,0,0,2145
VAXHS,275,132035200,1846
NATGENI,0,0,0
THIRDFIN,0,0,0
TRIJAL,1139.9999,11436708,1042
TSL,0,0,0
HITTCO,-2.080214,23961818,723
YUVRAAJHPL,0,0,50451
SHGOVTR,0,0,0
BISIL,-21.25,18370540,7834
INANISEC,0,0,0
ANKIN,-35.367233,34473196,181
INDOASIAP,0,0,0
TRICOM,-0.21445498,143361776,8162
VAGHANI,0,0,0
ARISINT,0,0,0
MAYUR,80.80645,121111736,1433
AMARDEE,-382.49997,101085568,22
CATECH,-0.08077995,46073168,5734
ADVIKLA,-8.403226,99541736,6074
KGL,0,0,596922
PRITHVISOF,0,0,1494
RAINBOWF,9.597458,124871712,18
JAGPRO,0,0,50219
SUPRDOM,0,0,0
TRIBHSG,-34,17022780,1500
TRILOGIC,0,0,203070
BLUCHIP,110.00001,11111100,12
TRICOMFRU,0,0,837
VIDHIDYE,18.186441,2679549440,29869
BHAGCHEM,-24.385828,782565504,7565
STAMPEDE,0,0,695855
HRBFLOR,0,0,0
PANCHSHEEL,0,0,5223
MENNPIS,21.44471,919785024,5530
AARYAGLOBL,0,0,36087
PRISMFN,0,0,0
GREENCREST,0,0,15845
SILICON,-0.34782606,41497600,4049
GENNEX,36.37838,851365184,381615
HIRAUTO,0,0,0
GINISILK,93.15789,1682813312,1793
PRAENG,0,0,17408
SUNTECHNO,0,0,4981
GKCONS,17.8,37820016,6782
AMULEAS,27.185627,1362463104,38325
UNJHAFOR,20.245615,51704968,1440
POLYMED,0,0,2056
PFLINFOTC,47.972973,135787504,10089
TOWASOK,0,0,0
KACHCHH,-2.77027,10866845,74
KACL,0,0,154
SAPANCHEM,0,0,39
KCLINFRA,0,0,2346
NOVAGOLD,0,7178469,455
SESHACHAL,0,0,56
ATULAUTO,20.85494,9442158592,5855
SCANPRO,0,0,0
PRERINFRA,22.773438,231524160,14382
METALCO,18.768116,284646176,218
SGNTE,-2.7142856,15353882,780
GANGAPA,0,0,0
TIRSARJ,5.078125,570306752,13612
PANORAMUNI,0,0,13928
NUWAY,0,0,14
MUNOTHFI,0,0,0
RODIUM,0,0,3855
RCCEMEN,0,0,0
TODAYS,-0.12979189,30367520,2490
UNISH,0,0,0
NAGTECH,-8.142857,26701934,374
IECEDU,65.25,39828600,460
INDUSFINL,0,0,153
LAHOTIOV,5.5405407,418611040,16843
ZENITHBIR,0,0,26709
TRINITYLEA,0,0,0
ASTAR,16.90933,12269212672,1
FUNWTRD,0,0,0
PRABHAVIN,34.75,64063848,33942
ORVENPR,157.64415,5157978112,8050
JOINDRE,9.206897,184717280,14443
BHARATAGRI,0,0,1422
SIGRUN,0,0,15142
UNITINT,26.499998,80295000,40268
SACHEMT,180.68182,752865024,11082
POPULARES,0,0,37
ANJANIFIN,12.52,31738202,429
PIONDIST,0,0,7959
GMETCOAL,0,0,602
KWALITY,5972.5,504401504,95139
SVAINDIA,0,0,0
RAHME,0,0,0
REXNORD,20.519802,412842016,10289
INTECH,-5,6215963,11
KHANDSE,-27.0339,198649984,864
SAWABUSI,244.70586,43267744,18967
SANGUI,0,0,0
CCLINTER,94.22223,813766272,6149
KARUNACAB,0,0,17009
SWAGRUHA,0,0,31006
TOHELPH,0,0,33
GALAGEX,0,0,544
GOPAIST,0,0,0
TWINSTAR,4.6538463,27225000,5651
HINDAPL,0,0,0
MUDITFN,0,0,0
AGARIND,17.798471,1027328960,9195
DHAMPURE,31.886793,121024280,6583
SHAQUAK,0,0,70922
GOLCA,7.123457,36088724,22
INNOCORP,-1.1437908,14008972,23
SARTHAKIND,0,0,0
SAICAPI,0,0,0
SUPREMETEX,0,0,560729
BLUECHIP,0,0,4508
BECKONIN,-0.18590999,14905330,539
SERVOTEC,-8.913043,10519370,96
SUNITEE,200,10400200,1320
VERTEX,-72.85714,376144384,48738
RIBATEX,29.411764,386114816,26761
SHREMETAL,0,0,0
UNICRSE,736.6667,442300576,2685
IITLPROJ,0,0,8
HARIGOV,0,0,0
TRIDETOOL,0,0,137928
CHLOGIST,29.102385,2061304960,242598
AMBIKCO,10.591966,4709400064,1053
HINDALUMI,6.307692,568278016,3322
SENINFO,0,0,51
SPECFOOD,-12.251773,167511872,298
DECPO,-0.34965035,8460000,3
AMRAAGRI,-102.49999,49323000,51
AUTOPINS,0,0,0
ODYCORP,6.45946,94152144,16846
INDCTST,10.846154,113286456,1177
SAMINDUS,0,0,29
SHVFL,0,0,0
POOJAENT,0,0,0
GRAVITY,-5.966102,31686864,4860
WELLESLEY,0,0,0
SENBO,-7.2241383,45834508,13
FILATFASH,32.105263,177232448,5863
RBGUPTA,0,0,0
SOWBHAGYA,24.607141,75307696,7575
SINDHUTRAD,0,0,0
JAINSTUDIO,0,0,1610
SAFALHBS,0,0,3795
UNISTRMU,-52.399998,26201832,6838
EMMSONS,-0.09088918,139393520,420
ZENOTECH,-6.8468466,1308150016,2373
HINDBIO,-0.7352941,15376200,2001
FRONTCORP,-3.3177023,141500000,0
SWELECTES,0,0,1673
WALLFORT,7.205094,520687008,1709
KDDL,40.380432,2247924224,10345
ADIEXRE,-101.97369,63613552,903
ABHICAP,0,0,0
KILPEST,29.173079,97210880,2629
SUPRBPA,0,0,0
INTERDIGI,-15.000001,71756552,41411
MONNETIN,-0.31267554,122954088,44
KSERASERA,0,0,490896
SHKALYN,0,0,9
VANDANA,0,0,48278
SAGARPROD,0,0,370
MUKANDENGG,0,0,7921
INDOCITY,117,24336000,1166
SBECSUG,14.615385,543254464,2697
MEGFI,0,0,0
REIAGROLTD,0,0,994413
BRIJLEAS,0,10732150,26
AREALTY,-6.825,202295728,441
DENABANK,-2.442408,25243451392,188726
BSELINFRA,62.600002,258590592,34865
RELIABVEN,12.771187,165964400,3954
MOBILTEL,-60.487804,345838496,37767
HEXAWARE,15.450263,60290666496,125075
IFGLREFRAC,0,0,20638
BANKBARODA,0,0,1236952
GTEIT,-216.8421,14420000,175
MOHITE,0,0,8
ANDHRACEMT,0,0,82285
WELCORP,0,0,249880
HOTLSILV,7.029412,77619552,1370
BANKINDIA,0,0,823010
INDRAMEDCO,17.694805,5036799488,32256
SUNSHINE,0,0,42
GAIL,21.892958,4.92931E+11,147199
VAIBHAVGBL,0,0,2824
GUJSTATFIN,0,0,703
JKPAPER,0,0,104882
SAREGAMA,59.566326,4063577088,3613
MINOLTAF,0,0,175
ALKASEC,-3.943662,28000000,2323
OMKARPH,0,0,0
SPHEREGSL,0,0,22962
CYBERTECH,0,0,38868
ICICIBANK,15.611003,1.58074E+12,1245845
CYIENT,0,0,5196
ENGINERSIN,0,0,147917
CORPBANK,-7.9838123,44376068096,75030
DHANBANK,-2.072034,4338457088,203990
GMDCLTD,0,0,163045
GAYATRI,-1.6976128,279703040,6942
INDUSINDBK,30.632961,7.16571E+11,71091
ITDC,0,0,11729
SBT,11.202577,33153286144,27876
MYSOREBANK,0,0,23840
J&amp;KBANK,0,0,0
CUB,0,0,33063
ARCHIES,45.67308,802275008,17827
AXISBANK,17.018322,1.41951E+12,689211
HBSTOCK,8,275989536,7731
SIELFNS,0,0,5
SOUTHBANK,0,0,718162
ENERGYDEV,0,0,209503
SONATSOFTW,0,0,26315
BENGALT,25.072254,468761248,4064
NATIONALUM,0,0,198075
INDNIPPON,0,0,1700
POLARIS,13.906251,17620531200,10683
NSIL,0,0,499
APARINDS,0,0,4388
TCIIND,-267.11517,1210667904,9
ACCELYA,0,0,695
CYBERMAT,-0.0862069,57953600,17916
LANDMARC,-25.90909,456000000,20911
SYNDIBANK,-3.2911394,53034250240,339414
HCLTECH,990.1258,1.11018E+12,149157
CASTEXTECH,0,0,1212476
TCFCFINQ,9.480123,324945088,864
GEOJITBNPP,0,0,22353
JINDALSTEL,0,0,2176097
ENTEGRA,-109.37499,1110035456,3292
BLBLIMITED,0,0,4937
SOFTTECHGR,0,0,269
GLENMARK,36.786,2.59487E+11,64201
WOCKPHARMA,0,0,265068
TATACOFFEE,16.320496,23187494912,270101
KJMCCORP,0,0,19
INDSWFTLAB,0,0,55921
MELSTAR,-19.23077,71415504,1321
AIL,0,0,2041
SHREERAMA,-28.939394,563282880,55715
GEOMETRIC,14.740787,15346537472,10820
MAHLIFE,0,0,3238
SKUMAR,-15.666667,53815000,541
GEMINI,0,0,24779
VAARAD,0,0,108
CADILAHC,27.947441,3.9629E+11,103756
SHIVACEM,99.57143,1356612864,420264
CINEVISTA,0,0,24819
INTENTECH,-15.685785,1364684672,53228
DANLAW,7.949126,186015008,3815
BIOPAC,422.33334,218558768,9693
AJANTPHARM,0,0,16753
CURATECH,0,0,998
HBPOR,3,189958032,1425
HBESD,-0.4293933,132495440,1058
BARONINF,0.45333335,3468000,90
COMPUSOFT,0,0,32027
OMNIAX,-35.185184,16357860,623
IZMO,0,0,23673
COMMEXTECH,0,0,76909
TVSMOTOR,43.378376,1.60128E+11,190742
SOFTSOL,58.641975,799068736,76
GATI,44.581993,12162779136,575563
BLUESTINFO,0,0,0
SUBEX,0,0,2485444
TCI,19.099813,15679222784,24771
PADMALAYAT,0,0,3025
AKSHOPTFBR,12.7546015,3265637120,638282
VIRGOGLOB,0,0,137
PICTUREHS,0,0,8678
TRIVENI,0,0,227940
MUKTAARTS,-70.80645,1982278272,46462
HITKITGLO,-35.555557,11840000,666
NAGPI,-22.314049,353578496,466
CYBERSC,-0.49726778,27579826,55
DSSL,0,0,2196
PNBGILTS,13.880208,4797266432,46340
KANIKAIN,-3.3333333,12857206,1108
LYCOS,0,0,559948
RAMCOIND,16.767706,15101038592,52269
RAMCOSYS,36.602966,13793828864,3227
TTML,-2.3058825,11494988800,363482
VIRINCHI,0,0,94097
WEPSOLN,0,0,14081
STRTECH,23.306667,34558832640,124068
TIPSINDLTD*,0,0,0
MRO-TEK,0,0,0
UNIVARTS,-1.5008432,8161211,165
FIRSTOBJ,83.82353,88943944,2389
BABA,555,229104000,8037
BALAJITELE,198.95349,6495845888,65935
TYCHE,31.09442,742612480,17777
CALSOFT,0,0,778
PNC,-20.211765,248543072,6410
IOB,-1.3646207,48977018880,319005
VALECHAENG,0,0,28825
TAJGVK,224.47368,8022656512,42973
OPTOCIRCUI,0,0,1203773
CREATIVEYE,0,0,3260
AXISCADES,0,0,31811
ARMSPAPER,-97.00001,16057962,13962
UMESLTD,0,0,788
KPIT,0,0,157523
VIJAYABANK,8.986486,37209145344,145003
USGTECH,0,0,399
4THGEN,0,0,106
7TEC,12.7516775,206695296,8438
AVANTEL,78.321915,463630912,3828
MOSCHIP,-8.416988,2480687360,126405
MEGASOFT,55.535713,688356544,85471
TRANSCOR,31.25,559376384,9710
VISESHINFO,0,0,2454579
CEREBRAINT,0,0,357222
IKFTECH,10.441175,305712480,124030
NEXTMEDIA,0,0,16988
ANDHRABANK,6.6966796,40529260544,312991
SMARTLINK,61.01985,2674932480,3800
GODREJCP,50.42757,5.64282E+11,13927
GULCHEM,-18.838953,70789704,360
BFUTILITIE,0,0,187222
UNITDSPR,34.898632,3.37728E+11,36142
SANINFRA,0,0,113
GOLDINFRA,16.277372,804599552,8876
MPSLTD,16.962887,10917932032,2264
RAINBOWDQ,-1.0182642,83687312,2091
CERA,0,0,2644
TSPIRITUAL,19.0625,12201220,3108
BHARTIARTL,23.618803,1.2949E+12,480104
SHALIWIR,9.560723,139138864,260
COMPUAGE,14.465219,2245042944,12681
GULPOLY,11.44833,3378492928,2824
AUNDEIND,0,0,1827
PONNIERODE,0,0,10018
PNB,-7.1569037,2.71566E+11,1960878
OFSS,0,0,3529
HAZOOR,10.888888,12433750,3829
KAMAHOLD,0,0,1788
MPFSL,-19.796747,16570905,57
APTECHT,0,0,429858
UNIONBANK,6.9159837,97444765696,663346
UBL,0,0,49104
ISMTLTD,0,0,19283
ALBK,0,0,551205
NOIDATOLL,0,0,76214
GRANULES,19.993336,26039040000,123533
CANBK,0,0,432822
BLIL,20.059193,7146421248,8319
POKARNA,9.5210705,4875379200,4706
DIVISLAB,32.01767,1.77983E+11,38724
ASTRAMICRO,0,0,87457
RADICO,18.695728,14321648640,93528
SHRIRAMCIT,0,0,42051
MARUTI,35.25297,1.65649E+12,69197
RAJPALAYAM,0,0,2911
NAVINFLUOR,0,0,10357
UCOBANK,0,0,221270
BAGFILMS,0,0,166178
JSL,-0.6575898,5247899648,202256
SUPRAJIT,0,0,12617
EXCELCROP,0,0,2952
TVSELECT,0,0,24646
IGL,22.622925,1.04993E+11,70085
TVTODAY,0,0,11691
FLORENCE,0,0,696
PETRONET,27.360775,2.5425E+11,82433
BIOCON,20.834728,1.83084E+11,156170
PTC,5.4367266,23399434240,154831
MAHABANK,29.303858,36393480192,41883
DISHMAN,18.584906,31794618368,301629
RKFORGE,19.592726,10964803584,4659
DATAMATICS,0,0,49112
NDTV,-10.364706,5679921664,187113
STAR,0,0,40099
JPASSOCIAT,0,0,9349835
LUMAXAUTO,0,0,4192
ULTRACEMCO,0,0,19323
MINDAIND,0,0,9379
TCS,19.527184,4.71535E+12,75076
NIITTECH,9.037322,25195243520,25676
GULFPETRO,0,0,48821
CENTURYPLY,0,0,73966
WELENT,0,0,92466
NTPC,12.578947,1.28093E+12,542845
SALSTEEL,-0.8466076,243854432,21544
JBMA,0,0,0
BHARATIDIL,0,0,0
DWARKESH,12.082122,4339709952,190274
INDOCO,35.857857,29755363328,8470
MAXWELL,0,0,140648
IMPEXFERRO,0,0,14189
XCHANGING,0,0,46838
JETAIRWAYS,5.0689106,61416222720,316444
MORARJEE,0,0,25597
GDL,26.12103,28628080640,13264
NRINTER,23.9375,40882952,77
JINDALPHOT,0,0,5379
PONDYOXIDE,0,0,20783
JPPOWER,-4.575758,13309139968,559935
3IINFOTECH,0,0,948084
MBECL,0,0,12311
GOKEX,0,0,226689
ALLSEC,13.113301,4056435712,22584
IIFL,0,0,39932
MANGALAM,15.676209,2283258112,46939
SHOPERSTOP,1536.3264,31431170048,3160
CYBERMEDIA,-0.66451097,86319864,131
NDL,0,0,120356
JSWHL,38.919044,14246892544,4039
SGFL,0,0,329
JKCEMENT,0,0,6626
BEEYU,-37.5,10606125,1293
UNIPLY,132.73631,4619294720,24707
PROVOGE,0,0,54266
YESBANK,19.939913,4.96007E+11,218803
NECLIFE,14.469697,8566770176,132487
MSPL,0,0,6347
SPLIL,9.654606,851150016,8914
KTKBANK,7.0267816,29172989952,284424
MCLEODRUSS,0,0,58655
FACORALL,-0.8319327,193591536,46099
FACORSTE,-0.39130437,55831684,10291
EON,0,0,8901
IDFC,-10.229983,95836192768,777711
VIVIMEDLAB,0,0,23915
RML,0,0,9041
HTMEDIA,11.414702,19155161088,34389
SASKEN,3.29298,6251545088,9011
RAJVIR,-2.3585434,127773496,141
FCSSOFT,-0.50505054,497866016,321425
SUZLON,17,81081073664,3773453
AURIONPRO,4.875189,2805998080,5503
SBTL,-9.352941,468996736,136051
RENUKA,-0.8681092,15650465792,1514047
KMSUGAR,10.755905,1256722688,315972
BASML,0,0,3318
PBAINFRA,-1.5057224,284187616,20949
BRFL,40.748127,21993639936,18925
STOREONE,8.261197,4530540032,173500
ABGSHIP,-0.17807744,1669551744,82611
AIAENG,26.098267,1.10723E+11,3348
EKC,-2.517271,3270863104,167745
KERNEX,-3.2901962,524362432,5582
REPRO,-48.447487,4627572736,2483
PVR,46.31972,55097958400,31387
RAMSARUP,-0.11350456,48057544,32542
RMCL,4.2955666,547984896,84406
PUNJLLOYD,-0.37272593,8368819200,667723
BARTRONICS,-0.64492756,424249280,105633
CELEBRITY,2.0018215,428651744,212863
EDUCOMP,-0.34994522,1565128192,173259
NITINSPIN,7.193983,3178580992,40669
ROHLTD,-143.95833,1881869312,17184
ENIL,37.91369,37900349440,1040
SREESAKHTI,-0.6885099,126065656,6309
GSPL,18.224243,84703428608,50939
JAGRAN,13.738148,59757428736,34809
INOXLEISUR,31.9846,25959149568,47448
DYNPRO,8.591127,811679872,29918
GVKPIL,-1.1739864,10975509504,746550
SADBHAV,-108.424904,50785017856,7788
SUNILHITEC,9.074883,5039034368,81503
RCOM,17.828466,1.21587E+11,2713496
SAKUMA,0,0,6986
KEC,0,0,81044
GITANJALI,4.498492,6110426624,186547
GILLANDERS,0,0,4370
INDOTECH,50.91029,2049128960,9545
PRATIBHA,6.275168,1889728640,204278
BLKASHYAP,-82.93104,4940831744,164976
M&amp;MFIN,0,0,0
VISASTEEL,-0.27519655,1694000000,13721
NITCO,-7.1727276,4315774976,156752
MONNETPRO,0,0,6116
SOLARINDS,0,0,471
GALLANTT,9.412915,3911602688,23206
ADHUNIK,-0.1592312,984294976,27449
MALUPAPER,19.078947,371037600,35003
UTTAMSUGAR,0,0,47410
SGL,0,0,44785
ROHITFERRO,-0.14222503,511992000,23593
KKCL,33.781994,22937442304,102
SUNTV,21.158327,1.93279E+11,118380
GPIL,-1.8278661,1770472576,6245
RSYSTEMINT,0,0,14946
EMKAY,0,0,13796
TANTIACONS,0,0,4656
LOKESHMACH,0,0,10889
KAMDHENU,0,0,7727
PAUSHAKLTD,14.388833,1786841472,754
GTNTEX,-2.1111112,154818656,6977
INDICAP,0,0,13621
UNITY,-0.7950928,1395564032,51049
PFOCUS,12.236142,21310074880,76793
ALLCARGO,17.448814,48553693184,56802
EASUNREYRL,0,0,9164
GMRINFRA,-3.6661425,84442939392,2180649
TECHM,14.130501,4.06579E+11,148476
MAHINDCIE,0,0,54528
VOLTAMP,18.78767,8262635520,16634
ATLANTA,-12.914979,5199699968,314002
DEEPIND,13.926533,5701300224,42185
HOVS,-0.5195767,1433091328,45130
ACE,51.726192,4298942976,67985
GEECEE,10.012085,3600080896,66890
USHERAGRO,0,0,195201
RICHAIND,7.0243363,743902528,48243
GAYAPROJ,1775,23282051072,3782
FIEMIND,21.866264,12536984576,7644
HANUNG,-0.013246623,149638640,90540
JHS,-4.038005,1279590016,49212
DCBBANK,0,0,227591
GLOBALVECT,0,0,8878
AFL,-3.7070107,1915178240,12386
GTLINFRA,-1.0595745,5817610752,2003537
SHIVAMAUTO,0,0,34534
NAUKRI,-41.017063,1.0377E+11,15234
LITL,-4.3980584,12454465536,625084
TORNTPOWER,0,0,136701
PARSVNATH,-17.073172,6092533760,123993
SUTLEJTEX,8.118501,11639231488,4622
DAAWAT,10.480841,7584347648,8024
SOBHA,18.627638,28551305216,13501
RUCHIRA,9.429723,1835224320,23662
GTOFFSHORE,0,0,17145
ESSDEE,-2.0436876,1769038592,82805
XLENERGY,0,0,6256
TANLA,32.735043,3886683904,76656
CAIRN,-3.82039,3.60346E+11,462887
ZEEMEDIA,0,0,386765
SITICABLE,0,0,40529
LUMAXTECH,19.530043,6199212544,5010
AUTOIND,-1.9012945,777327104,31667
NETWORK18,-134.54546,46484582400,110039
HUBTOWN,0,0,1268
TV18BRDCST,0,0,706938
CTE,26.008677,2353756928,9917
POCHIRAJU,-0.29875824,154656816,7420
TIIL,12.113723,11048567808,16841
REDINGTON,10.097167,44039401472,68423
AICHAMP,0,0,198
CINELINE,0,0,42078
PGIL,0,0,2206
FSL,11.494709,29324187648,669626
PFC,2.5592318,1.58273E+11,436811
AHLUCONT,22.992064,19406309376,6042
TFL,-144.61539,229929632,2228
CANDC,-2.1165018,713740672,97168
INDIANB,13.818564,1.03815E+11,305511
SMSPHARMA,20.507248,8384780800,14220
BROADCAST,-0.136769,80751664,922
ORIENTALTL,0,0,23061
MINDTREE,15.36975,84763049984,47315
ELAND,0,0,44207
IDEA,9.935522,3.05143E+11,939059
EUROCERA,-1.3398821,230091120,67087
JAGJANANI,-0.49056605,14196000,521
RAJTV,-40.42687,3343216640,29989
PAGEIND,72.85441,1.69502E+11,996
AMDIND,0,0,6312
LEHAR,16.591928,506115584,6845
ASTRAL,51.365246,52037361664,3453
ABHISHEK,0,0,306
IBREALEST,13.682733,46763483136,1282079
CAMLINFIN,0,0,31059
ICRA,49.549282,38257000448,354
SANCIA,0,0,2734
ORBITCORP,0,0,81993
DISHTV,15.56923,1.07858E+11,520607
ADVANTA,62.89566,80241942528,1488
SAHYADRI,-5.9736843,651138112,11570
SRHHYPOLTD,0,0,13257
FORTIS,-323.61108,80944201728,198168
TGBHOTELS,0,0,35712
HILTON,-13.267717,209664560,2674
DELTACORP,85,36271915008,1054612
MIC,-2.0959792,2684790016,127681
INSECTICID,0,0,1818
MCDHOLDING,0,0,31880
ASAHISONG,0,0,23416
NITINFIRE,8.249258,8125106176,174556
HARYNACAP,6.134021,92974936,310
TIMETECHNO,0,0,231567
HGS,0,0,10198
NELCAST,17.322405,5515876352,12781
MEGH,12.303665,10159844352,411004
QUINTEGRA,-10.75,23059868,1080
V2RETAIL,0,0,78207
DLF,49.413486,2.7131E+11,1004608
TARMAT,0,0,14876
ANKITMETAL,0,0,82658
CELESTIAL,24.565218,419419840,16473
SPARC,-275.3931,1712616704,94813
HDIL,10.7509165,36893302784,1204653
SURYACHAKRA,-0.39927703,363608192,135718
ADSL,25.702478,1436406400,65401
EVERONN,-0.059853204,494276800,27825
SIMPLEX,-0.3890427,336430688,10152
ALPA,10.596026,672434432,13674
SSLEL,-1.2326403,236250000,539
OMAXE,40.433254,31577856000,218522
OMNITECH,-0.02650313,46371628,1273
ZYLOG,-0.12953024,172258976,39556
REFEX,3.5043733,186011904,58439
CENTRALBK,-11.72209,1.73832E+11,274720
SELMCL,-0.26499552,977186880,112853
SUJANATWR,-0.3851252,591456512,41441
ASIANTILES,34.293964,6031691264,64707
KPRMILL,21.410833,44835115008,6607
TAKE,16.918781,19997999104,62992
PURVA,17.216312,11513632768,45081
MOTILALOFS,0,0,15709
VTMLTD,0,0,12508
INDOWIND,57.285717,359863456,25580
NAGREEKCAP,0,0,644
MAGNUM,-28.545456,19939000,1705
POWERGRID,15.413043,9.27299E+11,383344
KSCL,14.316273,24725178368,65284
SEINV,0,0,906
CCCL,-0.71875,1558178048,38681
SUPREMEINF,-1.6734314,2542856704,13180
SAAMYABIO,-42.27778,189355824,178239
MAANALU,0,0,8340
IL&amp;FSENGG,0,0,0
SHARONBIO,-0.25158167,894169472,114229
ANILLTD,0,0,28276
PARLESOFT,1125,157500000,2830
NET4,0,0,0
ARCOTECH,21.332756,7781549568,41979
RELIGARE,-93.10345,48150179840,11829
BVCL,-5.421995,469792032,15148
RATHIBAR,8.43956,125417472,11384
ACIASIA,70,132828496,136811
EDL,-9.82238,1051192128,15823
ADANIPORTS,0,0,481725
EDELWEISS,20.194962,90631340032,372079
RJL,5.651387,2681609728,4991
KOLTEPATIL,0,0,18201
KAUSHALYA,-0.40860215,223731744,13163
JYOTHYLAB,38.965115,60693311488,31113
ECLERX,17.66228,62983114752,6735
TRIL,-59.28445,4448184832,7629
BRIGADE,15.502184,20089272320,13451
BGRENERGY,30.195824,8345488896,63909
BURNPUR,-9.733334,1257416320,256026
MANAKSIA,3.6050599,3361894144,4213
PORWAL,26.857141,567760000,23365
PPAP,17.005987,2385600000,10304
ARIES,18.021582,1303030784,9150
KUANTUM,0,0,6736
CAPF,0,0,43084
RPOWER,10.668724,1.45446E+11,653944
JKIL,12.595573,14209981440,110095
CORDSCABLE,0,0,11671
KNRCON,15.577436,19687856128,15401
ONMOBILE*,0,0,0
SHRIRAMEPC,-2.6256983,6814929408,40428
BANG,26.369047,300353984,5681
IRB,13.52681,85999812608,249235
TULSI,-0.9377682,120151400,9438
GSS,0,0,7686
NAHARCAP,3.4595957,1376537600,2816
VGUARD,5.145065,5711702528,58580
RECLTD,4.0952463,2.3309E+11,502821
GOKAKTEX,-0.8839909,342513632,1137
GAMMNINFRA,0,0,281555
IBVENTURES,0,0,474757
SITASHREE,-31.371428,241964048,44705
TWL,0,0,227953
KIRIINDUS,0,0,141365
SANKHYAIN,6.5625,259764128,30893
BIRLAMONEY,0,0,31838
AISHWARYA,-5.0531917,102428528,55549
JAIBALAJI,-0.13298385,917104128,9527
BAJAJ-AUTO,0,0,0
BAJAJFINSV,0,0,34665
PIRPHYTO,0,0,61112
GOKUL,21.924242,1908520704,5322
RPGLIFE,0,0,78005
KTKSENSEX,0,0,1531
NIRAJ,18.278687,120339712,10636
RBL,0,0,19634
RANEENGINE,0,0,4007
BAFNAPHARM,0,0,17869
METKORE,0,0,2915
MVL,-5,202464992,26232
CHLLTD,-6.642857,917658304,1092
SEZAL,0,0,3316
ARCHIDPLY,18.296703,1102146816,14470
FIRSTWIN,-0.48214555,160744944,444
KSK,-2.6342592,12062401536,26465
LOTUSEYE,395.99997,411766720,8795
SOMICONV,20.876287,477077856,7790
BIRLACOT,-0.1284109,213491200,2491523
LGBFORGE,0,0,31639
OISL,0,0,89103
LPDC,0,0,5532
SICAGEN,81.481476,870577408,27734
NUTEK,-0.83750004,103527736,46827
RMMIL,0,0,34937
SIMPLXMIL,-2.7896612,46957512,50
SIMPLXPAP,-6,6483197,18
20MICRONS,0,0,40410
WABCOINDIA,0,0,957
ALKALI,27.088037,610950016,4751
ISGEC,0,0,2574
SELANBBPH,0,0,0
IMFA,-9.272379,5099443200,4777
GISOLUTION,0,0,100
VEDAVAAG,0,0,15107
REISIXTEN,-0.064080946,55897240,21912
ARROWTEX,13.673836,726524800,20555
MANJEERA,-42.42424,525352800,76
MOLDTKPAC,0,0,20681
RDEVCAB,-0.017403271,11476657,29843
MHRIL,39.91087,39432556544,9666
EXCEL,0,0,50894
RAJOIL,-2.1,119296960,32184
BENGALASM,3.8427768,9310936064,5091
ADANIPOWER,16.859756,92183437312,802814
NHPC,11.090535,2.98355E+11,524453
PEIL,6.422506,250168112,16
SURYAAMBA,8.557312,190429488,2420
JINDCOT,0,0,113296
GLOBUSSPR,23.624641,2371606784,49778
OIL,12.044091,2.41386E+11,76880
RDEL,0,0,651760
BTTL,12.421875,464067712,3503
EUROMULTI,0,0,650
SPSL,-3.0416665,181327632,14910
SQSBFSI,0,0,2633
RTNPOWER,0,0,617853
DEN,-5.3517756,13975415808,21175
ASTEC,-41.517765,7956145152,60140
COX&amp;KINGS,0,0,0
